transaction_id,customer_id,amount
313,75,1401.88
314,67,791.24
315,85,757.92
316,35,1834.84
317,56,204.38
318,39,1884.69
319,42,310.51
320,9,577.09
321,25,2495.22
322,94,747.52
323,25,1501.52
324,8,1309.61
325,34,676.33
326,30,471.31
327,81,1892.09
328,17,1583.81
329,80,1668.44
330,98,2066.53
331,5,584.77
332,14,661.73
333,100,178.14
334,67,2273.6
335,75,193.04
336,60,2427.18
337,54,1432.45
338,70,2183.29
339,78,1787.2
340,42,2125.26
341,66,2186.44
342,98,1848.0
343,88,1356.35
344,55,1643.58
345,51,1416.14
346,59,912.87
347,44,1624.94
348,64,1681.87
349,100,1120.18
350,14,123.68
351,16,741.38
352,91,2363.59
353,94,1542.94
354,23,695.66
355,75,1653.01
356,24,470.6
357,23,2420.27
358,90,1884.15
359,19,1909.72
360,15,1850.08
361,45,590.51
362,21,1471.65
363,29,320.34
364,10,809.84
365,62,644.83
366,100,2224.18
367,54,972.72
368,73,551.69
369,83,1774.99
370,83,1158.94
371,86,1832.07
372,2,464.29
373,14,426.27
374,12,1972.54
375,96,58.4
376,65,1363.24
377,35,2343.06
378,45,266.84
379,30,551.68
380,7,2188.11
381,28,1254.74
382,3,2024.27
383,58,64.82
384,2,563.96
385,85,2466.88
386,90,933.94
387,49,219.32
388,24,2128.75
389,22,467.8
390,95,2005.5
391,30,1403.37
392,55,1300.58
393,24,1742.93
394,69,642.54
395,82,1079.47
396,33,1843.76
397,24,68.81
398,99,1533.17
399,13,1843.52
400,35,1339.55
401,18,1846.98
402,41,2145.33
403,83,196.88
404,84,2411.59
405,10,1036.06
406,6,1461.7
407,60,1884.53
408,71,2221.93
409,89,1430.35
410,51,2192.29
411,32,103.73
412,22,208.02
413,62,1371.81
414,61,1218.72
415,16,498.69
416,90,370.05
417,12,1174.3
418,96,1475.65
419,37,1580.09
420,14,590.55
421,72,1650.2
422,69,1765.24
423,80,1724.68
424,26,711.15
425,99,2368.62
426,4,140.46
427,90,1075.1
428,41,2123.92
429,68,1838.83
430,84,726.45
431,48,505.06
432,54,890.57
433,15,140.62
434,18,117.76
435,22,1845.7
436,94,644.69
437,92,2393.65
438,35,1524.4
439,8,194.62
440,100,1138.93
441,62,48.74
442,41,1685.87
443,64,1614.49
444,86,1255.62
445,54,71.67
446,26,1813.56
447,76,2253.28
448,64,2213.83
449,53,497.0
450,82,909.6
451,97,226.45
452,32,1017.08
453,24,910.36
454,50,914.93
455,84,639.2
456,51,412.15
457,19,500.68
458,59,403.07
459,75,2293.26
460,82,1839.36
461,68,2184.94
462,90,315.04
463,13,928.97
464,54,1596.46
465,4,1382.91
466,62,761.6
467,30,1293.0
468,91,379.25
469,21,1560.63
470,94,2041.55
471,90,352.61
472,7,407.45
473,64,1598.33
474,99,847.19
475,27,355.96
476,10,147.53
477,17,348.43
478,60,1221.76
479,77,1375.78
480,4,1250.59
481,90,510.47
482,31,67.36
483,34,1766.04
484,25,1746.59
485,55,532.27
486,37,1470.58
487,74,1537.42
488,30,1113.45
489,8,1044.68
490,51,1938.73
491,20,551.84
492,70,1009.03
493,20,887.47
494,80,1817.56
495,25,2162.22
496,93,1188.34
497,14,24.45
498,36,107.56
499,27,2017.67
500,18,71.88
501,22,1331.34
502,72,2184.52
503,42,1789.02
504,74,2425.46
505,71,214.33
506,53,284.08
507,29,2309.33
508,7,890.79
509,14,1980.82
510,9,424.34
511,88,2055.2
512,2,1020.73
513,100,165.18
514,86,872.71
515,34,18.6
516,84,1360.13
517,20,174.77
518,100,2420.36
519,74,1000.46
520,79,1199.15
521,58,575.75
522,82,687.37
523,26,2358.45
524,18,659.97
525,88,143.61
526,72,2452.45
527,38,1174.63
528,96,2360.05
529,59,679.8
530,74,389.44
531,25,867.61
532,18,1065.33
533,86,2058.35
534,28,854.11
535,6,94.7
536,26,73.87
537,21,927.51
538,77,1180.78
539,28,978.99
540,30,1691.33
541,52,2305.06
542,18,958.53
543,83,158.02
544,53,1417.79
545,31,368.87
546,32,936.14
547,17,1251.73
548,55,2317.92
549,47,1312.98
550,54,1747.52
551,10,1635.68
552,6,2427.16
553,96,1696.13
554,76,16.35
555,20,1426.16
556,40,319.42
557,31,1932.41
558,100,1128.47
559,79,55.72
560,66,727.83
561,61,1051.17
562,13,1639.66
563,74,2207.14
564,16,1272.29
565,23,492.74
566,6,765.29
567,24,2326.25
568,48,1565.28
569,75,647.05
570,33,2107.19
571,56,1304.09
572,24,578.36
573,85,1402.45
574,67,338.09
575,94,1119.32
576,91,1019.81
577,30,1240.9
578,40,394.58
579,66,310.21
580,60,1230.41
581,43,1951.02
582,3,1607.06
583,19,152.22
584,81,1966.32
585,56,1805.24
586,90,1764.86
587,20,668.22
588,36,1222.63
589,73,701.56
590,84,1445.6
591,71,228.53
592,33,2186.2
593,45,856.64
594,60,2281.27
595,90,1094.74
596,62,180.39
597,24,2140.9
598,25,664.42
599,51,1302.27
600,94,1740.26
601,86,926.69
602,52,1790.84
603,70,35.1
604,29,102.69
605,61,2285.88
606,56,2474.85
607,66,780.17
608,71,2187.99
609,73,492.3
610,85,942.09
611,95,1025.69
612,12,973.28
613,61,221.64
614,10,1836.28
615,70,529.4
616,33,450.53
617,78,1042.83
618,58,1602.12
619,81,1788.87
620,3,902.28
621,14,2319.11
622,18,2239.17
623,23,1345.01
624,34,1410.7
625,9,2210.44
626,33,2495.87
627,21,2305.64
628,48,1930.11
629,24,1586.01
630,53,683.43
631,64,795.69
632,45,147.7
633,54,1725.36
634,20,2178.41
635,75,733.71
636,27,1936.6
637,63,2475.99
638,69,658.97
639,71,1915.63
640,42,2087.28
641,60,1787.2
642,44,1058.08
643,98,2299.68
644,57,52.66
645,98,487.35
646,58,1981.83
647,92,2004.55
648,15,975.57
649,78,206.0
650,71,979.46
651,25,757.23
652,83,1342.81
653,31,183.23
654,86,382.87
655,15,2370.59
656,62,1710.43
657,68,2323.24
658,17,1558.74
659,94,901.73
660,78,1003.09
661,34,779.54
662,38,572.74
663,78,658.61
664,40,875.66
665,92,1338.24
666,91,1266.85
667,96,1901.65
668,40,481.85
669,59,68.31
670,75,1150.77
671,99,1028.88
672,47,833.71
673,99,806.12
674,65,615.53
675,53,2086.32
676,90,1343.66
677,7,2085.83
678,88,854.24
679,71,548.84
680,83,278.56
681,64,107.89
682,73,1621.64
683,46,479.77
684,34,2290.12
685,85,196.03
686,37,2340.24
687,64,2145.91
688,54,280.15
689,52,2048.97
690,20,2119.5
691,36,1289.74
692,54,2060.64
693,91,1146.29
694,70,1063.94
695,54,992.85
696,6,1479.65
697,13,1773.06
698,75,2466.83
699,93,359.57
700,70,656.53
701,89,336.68
702,67,2315.36
703,63,1398.91
704,1,353.56
705,84,580.83
706,98,405.83
707,94,1734.87
708,93,133.01
709,45,1543.64
710,94,1170.81
711,14,742.69
712,6,992.27
713,70,1664.56
714,89,14.99
715,73,2398.28
716,23,94.61
717,78,2064.26
718,21,440.33
719,91,2370.6
720,37,2367.64
721,76,925.77
722,23,1906.35
723,58,2345.2
724,55,955.64
725,100,302.6
726,5,1434.51
727,5,2102.46
728,73,1868.28
729,51,1176.14
730,6,82.7
731,40,1060.48
732,25,394.26
733,66,850.69
734,36,1049.59
735,56,834.28
736,97,2400.74
737,5,2199.64
738,58,1677.12
739,68,1362.02
740,75,137.49
741,75,2438.9
742,80,2385.18
743,96,1850.91
744,4,1935.17
745,69,1640.17
746,35,347.82
747,65,268.73
748,34,917.38
749,2,1484.61
750,74,1143.66
751,33,1606.42
752,86,2116.33
753,65,1914.13
754,6,237.01
755,90,511.15
756,62,1182.59
757,37,21.9
758,73,1003.29
759,74,2204.43
760,58,641.15
761,3,5.26
762,2,107.59
763,21,1424.62
764,63,557.77
765,65,611.16
766,46,1419.98
767,83,940.31
768,90,240.54
769,10,1544.03
770,12,1040.87
771,90,1274.72
772,32,383.3
773,80,18.87
774,63,2238.24
775,18,591.04
776,29,243.85
777,63,2304.82
778,43,2184.31
779,42,1143.29
780,19,2043.86
781,47,1122.06
782,22,74.67
783,87,2496.31
784,47,2224.76
785,14,694.74
786,96,1598.49
787,84,219.16
788,2,677.8
789,12,437.99
790,57,545.63
791,93,235.99
792,66,1425.42
793,78,376.37
794,5,383.23
795,49,1217.44
796,22,2110.95
797,2,925.6
798,100,46.75
799,91,2183.43
800,44,1871.99
801,75,1070.47
802,46,931.28
803,23,268.89
804,21,1913.28
805,48,338.6
806,85,554.95
807,11,757.11
808,45,1717.83
809,45,1522.78
810,70,205.96
811,55,1362.0
812,50,1042.61
813,42,1300.58
814,82,2320.82
815,95,1566.4
816,11,5.42
817,83,928.16
818,78,1005.24
819,7,2274.78
820,90,219.74
821,94,167.44
822,53,1930.06
823,53,1777.24
824,93,1540.97
825,70,469.11
826,42,1024.88
827,35,1473.27
828,71,226.02
829,88,1955.15
830,35,359.63
831,29,497.61
832,93,1338.29
833,81,1804.04
834,64,50.94
835,94,1830.41
836,25,361.59
837,16,1447.01
838,2,1683.6
839,3,2457.82
840,78,80.0
841,100,471.12
842,53,2315.12
843,1,1322.52
844,78,1778.26
845,2,662.74
846,15,370.79
847,96,1902.95
848,90,1182.06
849,34,873.46
850,72,1880.43
851,58,2170.01
852,41,2011.34
853,84,1671.33
854,53,2067.47
855,58,802.11
856,19,1246.73
857,41,2272.0
858,92,639.15
859,67,757.73
860,75,589.68
861,60,1447.72
862,99,260.72
863,35,11.72
864,99,1926.49
865,18,1051.14
866,2,1600.7
867,61,2053.29
868,17,1079.69
869,94,488.44
870,75,1417.68
871,9,2197.06
872,15,1598.14
873,13,398.14
874,11,2242.54
875,4,2390.77
876,78,1900.41
877,69,235.39
878,84,277.1
879,86,1088.4
880,84,598.61
881,15,1670.41
882,34,2191.2
883,3,2301.92
884,24,59.33
885,25,1666.54
886,97,501.76
887,53,1677.49
888,37,447.75
889,97,865.43
890,87,1005.66
891,87,1947.12
892,45,621.99
893,41,851.28
894,32,1694.65
895,27,192.69
896,45,357.28
897,43,1096.92
898,46,1337.75
899,82,2234.73
900,62,1833.8
901,7,902.3
902,62,2405.96
903,20,833.7
904,50,68.22
905,93,1981.65
906,32,2127.0
907,44,1815.16
908,38,2072.95
909,4,59.8
910,64,1429.67
911,66,153.3
912,19,826.03
913,81,1399.78
914,76,318.51
915,1,1694.8
916,96,658.48
917,94,1110.9
918,93,1035.91
919,22,379.52
920,68,1056.8
921,28,1728.66
922,92,999.73
923,71,1896.92
924,3,2196.5
925,86,1728.48
926,60,1413.31
927,35,1351.82
928,66,2084.35
929,3,1324.17
930,22,570.02
931,85,2170.65
932,94,1322.99
933,48,673.9
934,64,1998.59
935,77,1812.37
936,12,1639.03
937,29,365.71
938,24,2230.74
939,64,864.72
940,35,839.13
941,65,2379.38
942,29,1081.57
943,91,377.89
944,64,280.77
945,3,89.88
946,68,264.55
947,34,1672.34
948,6,2114.9
949,86,2478.34
950,97,904.06
951,5,2481.9
952,87,841.06
953,16,2407.07
954,77,1796.32
955,15,1807.66
956,13,945.64
957,61,1311.62
958,93,1718.88
959,36,2425.16
960,33,1894.88
961,32,1425.68
962,60,2189.64
963,87,1926.03
964,96,2465.87
965,68,721.87
966,37,1764.22
967,30,1182.5
968,65,301.9
969,98,957.97
970,95,506.32
971,1,788.31
972,41,1056.35
973,89,272.2
974,95,1930.96
975,94,1648.73
976,76,1714.56
977,35,797.85
978,89,1353.41
979,71,1045.28
980,63,1118.54
981,68,583.08
982,49,1085.28
983,45,1754.51
984,77,282.82
985,83,1598.52
986,81,233.52
987,56,777.4
988,37,1120.41
989,31,1087.39
990,86,971.18
991,17,119.34
992,30,757.32
993,49,629.45
994,91,1359.42
995,72,578.38
996,92,1068.41
997,40,865.55
998,3,732.97
999,47,847.46
1000,66,1610.58
